1,PONV05,1/1/2023,90,10,100,90,92,96,90
1,PONV05,2/1/2023,90,10,100,90,92,96,90
1,PONV05,3/1/2023,90,10,100,90,92,96,90
1,PONV05,4/1/2023,90,10,100,90,92,96,90
1,PONV05,5/1/2023,90,10,100,90,92,96,90
1,PONV05,6/1/2023,90,10,100,90,92,96,90
1,PONV05,7/1/2023,90,10,100,90,92,96,90
1,PONV05,8/1/2023,90,10,100,90,92,96,90
1,PONV05,9/1/2023,90,10,100,90,92,96,90
1,PONV05,10/1/2023,90,10,100,90,92,96,90
1,PONV05,11/1/2023,97,3,100,90,92,96,90
1,PONV05,12/1/2023,91,9,100,90,92,96,90
1,SUS04,1/1/2023,90,10,100,90,92,96,90
1,SUS04,2/1/2023,90,10,100,90,92,96,90
1,SUS04,3/1/2023,90,10,100,90,92,96,90
1,SUS04,4/1/2023,90,10,100,90,92,96,90
1,SUS04,5/1/2023,90,10,100,90,92,96,90
1,SUS04,6/1/2023,90,10,100,90,92,96,90
1,SUS04,7/1/2023,90,10,100,90,92,96,90
1,SUS04,8/1/2023,90,10,100,90,92,96,90
1,SUS04,9/1/2023,90,10,100,90,92,96,90
1,SUS04,10/1/2023,90,10,100,90,92,96,90
1,SUS04,11/1/2023,88,12,100,90,92,96,90
1,SUS04,12/1/2023,98,2,100,90,92,96,90
1,GLU03,1/1/2023,90,10,100,90,92,96,90
1,GLU03,2/1/2023,90,10,100,90,92,96,90
1,GLU03,3/1/2023,90,10,100,90,92,96,90
1,GLU03,4/1/2023,90,10,100,90,92,96,90
1,GLU03,5/1/2023,90,10,100,90,92,96,90
1,GLU03,6/1/2023,90,10,100,90,92,96,90
1,GLU03,7/1/2023,90,10,100,90,92,96,90
1,GLU03,8/1/2023,90,10,100,90,92,96,90
1,GLU03,9/1/2023,90,10,100,90,92,96,90
1,GLU03,10/1/2023,90,10,100,90,92,96,90
1,GLU03,11/1/2023,88,12,100,90,92,96,90
1,GLU03,12/1/2023,98,2,100,90,92,96,90
1,OPIOID,1/1/2023,50,50,100,90,92,96,90
1,OPIOID,2/1/2023,50,50,100,90,92,96,90
1,OPIOID,3/1/2023,50,50,100,90,92,96,90
1,OPIOID,4/1/2023,50,50,100,90,92,96,90
1,OPIOID,5/1/2023,50,50,100,90,92,96,90
1,OPIOID,6/1/2023,50,50,100,90,92,96,90
1,OPIOID,7/1/2023,50,50,100,90,92,96,90
1,OPIOID,8/1/2023,50,50,100,90,92,96,90
1,OPIOID,9/1/2023,50,50,100,90,92,96,90
1,OPIOID,10/1/2023,50,50,100,90,92,96,90
1,OPIOID,11/1/2023,60,40,100,90,92,96,90
1,OPIOID,12/1/2023,100,1,100,90,92,96,90
1,TOC01,1/1/2023,100,1,100,90,92,96,90
1,TOC01,2/1/2023,100,1,100,90,92,96,90
1,TOC01,3/1/2023,100,1,100,90,92,96,90
1,TOC01,4/1/2023,100,1,100,90,92,96,90
1,TOC01,5/1/2023,100,1,100,90,92,96,90
1,TOC01,6/1/2023,100,1,100,90,92,96,90
1,TOC01,7/1/2023,100,1,100,90,92,96,90
1,TOC01,8/1/2023,100,1,100,90,92,96,90
1,TOC01,9/1/2023,100,1,100,90,92,96,90
1,TOC01,10/1/2023,100,1,100,90,92,96,90
1,TOC01,11/1/2023,100,1,100,90,92,96,90
1,TOC01,12/1/2023,100,1,100,90,92,96,90
1,SUS04,1/1/2023,90,10,100,90,92,96,90
1,SUS04,2/1/2023,50,10,1,90,92,96,90
1,SUS04,3/1/2023,88,12,100,90,92,96,90
1,SUS04,4/1/2023,100,0,50,90,92,96,90
1,SUS04,5/1/2023,90,10,100,90,92,96,90
1,SUS04,6/1/2023,50,10,1,90,92,96,90
1,SUS04,7/1/2023,88,12,100,90,92,96,90
1,SUS04,8/1/2023,100,0,50,90,92,96,90
1,SUS04,9/1/2023,90,10,100,90,92,96,90
1,SUS04,10/1/2023,50,10,1,90,92,96,90
1,SUS04,11/1/2023,88,12,100,90,92,96,90
1,SUS04,12/1/2023,100,0,50,90,92,96,90
1,GLU01,1/1/2023,0,0,100,90,92,96,90
1,GLU01,2/1/2023,0,0,100,90,92,96,90
1,GLU01,3/1/2023,0,0,100,90,92,96,90
1,GLU01,4/1/2023,0,0,100,90,92,96,90
1,GLU01,5/1/2023,0,0,100,90,92,96,90
1,GLU01,6/1/2023,0,0,100,90,92,96,90
1,GLU01,7/1/2023,0,0,100,90,92,96,90
1,GLU01,8/1/2023,0,0,100,90,92,96,90
1,GLU01,9/1/2023,0,0,100,90,92,96,90
1,GLU01,10/1/2023,0,0,100,90,92,96,90
1,GLU01,11/1/2023,0,0,100,90,92,96,90
1,GLU01,12/1/2023,0,0,100,90,92,96,90
1,SUS04,1/1/2023,90,10,100,90,92,96,90
1,SUS04,2/1/2023,90,10,100,90,92,96,90
1,SUS04,3/1/2023,90,10,100,90,92,96,90
1,SUS04,4/1/2023,90,10,100,90,92,96,90
1,SUS04,5/1/2023,90,10,100,90,92,96,90
1,SUS04,6/1/2023,90,10,100,90,92,96,90
1,SUS04,7/1/2023,90,10,100,90,92,96,90
1,SUS04,8/1/2023,90,10,100,90,92,96,90
1,SUS04,9/1/2023,90,10,100,90,92,96,90
1,SUS04,10/1/2023,90,10,100,90,92,96,90
1,SUS04,11/1/2023,88,12,100,90,92,96,90
1,SUS04,12/1/2023,98,2,100,90,92,96,90
1,GLU03,1/1/2023,90,10,100,90,92,96,90
1,GLU03,2/1/2023,90,10,100,90,92,96,90
1,GLU03,3/1/2023,90,10,100,90,92,96,90
1,GLU03,4/1/2023,90,10,100,90,92,96,90
1,GLU03,5/1/2023,90,10,100,90,92,96,90
1,GLU03,6/1/2023,90,10,100,90,92,96,90
1,GLU03,7/1/2023,90,10,100,90,92,96,90
1,GLU03,8/1/2023,90,10,100,90,92,96,90
1,GLU03,9/1/2023,90,10,100,90,92,96,90
1,GLU03,10/1/2023,90,10,100,90,92,96,90
1,GLU03,11/1/2023,88,12,100,90,92,96,90
1,GLU03,12/1/2023,98,2,100,90,92,96,90
1,OPIOID,1/1/2023,50,50,100,90,92,96,90
1,OPIOID,2/1/2023,50,50,100,90,92,96,90
1,OPIOID,3/1/2023,50,50,100,90,92,96,90
1,OPIOID,4/1/2023,50,50,100,90,92,96,90
1,OPIOID,5/1/2023,50,50,100,90,92,96,90
1,OPIOID,6/1/2023,50,50,100,90,92,96,90
1,OPIOID,7/1/2023,50,50,100,90,92,96,90
1,OPIOID,8/1/2023,50,50,100,90,92,96,90
1,OPIOID,9/1/2023,50,50,100,90,92,96,90
1,OPIOID,10/1/2023,50,50,100,90,92,96,90
1,OPIOID,11/1/2023,60,40,100,90,92,96,90
1,OPIOID,12/1/2023,100,0,100,90,92,96,90
